ip,blocked
103.233.176.0/22,1
103.234.12.0/24,1
103.234.28.0/22,1
103.234.32.0/22,1
103.234.95.0/24,1
103.234.124.0/22,1
103.234.150.0/23,1
103.234.160.0/23,1
103.234.188.0/22,1
103.235.160.0/22,1
103.236.32.0/22,1
103.236.104.0/22,1
103.236.128.0/22,1
103.236.140.0/22,1
103.236.172.0/22,1
103.236.194.0/23,1
103.236.212.0/22,1
103.236.224.0/22,1
103.237.48.0/22,1
103.237.84.0/22,1
103.238.64.0/22,1
103.238.112.0/22,1
103.238.152.0/22,1
103.238.216.0/22,1
103.239.12.0/22,1
103.239.20.0/22,1
103.239.28.0/22,1
103.239.40.0/22,1
103.239.56.0/22,1
103.239.64.0/22,1
103.239.88.0/22,1
103.239.148.0/22,1
103.239.172.0/22,1
103.239.214.0/23,1
103.240.0.0/21,1
103.240.24.0/22,1
103.240.56.0/22,1
103.240.68.0/22,1
103.241.40.0/22,1
103.241.149.0/24,1
103.241.172.0/22,1
103.241.192.0/22,1
103.242.8.0/22,1
103.242.76.0/22,1
103.242.80.0/22,1
103.242.86.0/24,1
103.242.150.0/23,1
103.242.234.0/24,1
103.243.8.0/22,1
103.243.19.0/24,1
103.243.124.0/22,1
103.243.168.0/22,1
103.243.176.0/24,1
103.243.228.0/22,1
103.243.232.0/22,1
103.243.238.0/24,1
103.243.244.0/23,1
103.244.20.0/22,1
103.244.24.0/22,1
103.244.49.0/24,1
103.244.163.0/24,1
103.244.188.0/23,1
103.244.224.0/22,1
103.245.36.0/22,1
103.245.56.0/22,1
103.245.156.0/22,1
103.245.168.0/22,1
103.245.178.0/23,1
103.245.236.0/22,1
103.246.60.0/22,1
103.246.64.0/22,1
103.246.72.0/22,1
103.246.168.0/24,1
103.247.28.0/22,1
103.247.67.0/24,1
103.247.80.0/22,1
103.247.188.0/24,1
103.247.240.0/22,1
103.248.8.0/22,1
103.248.48.0/22,1
103.248.140.0/22,1
103.248.228.0/22,1
103.248.240.0/22,1
103.248.250.0/24,1
103.249.18.0/23,1
103.249.116.0/22,1
103.249.200.0/22,1
103.250.28.0/23,1
103.250.40.0/24,1
103.250.62.0/24,1
103.250.76.0/22,1
103.250.96.0/21,1
103.250.108.0/22,1
103.250.120.0/22,1
103.250.187.0/24,1
103.250.196.0/23,1
103.250.208.0/22,1
103.250.220.0/23,1
103.251.8.0/22,1
103.251.68.0/22,1
103.251.170.0/24,1
103.251.252.0/22,1
103.252.47.0/24,1
103.252.48.0/24,1
103.252.72.0/22,1
103.252.86.0/23,1
103.252.92.0/22,1
103.252.120.0/22,1
103.252.136.0/22,1
103.252.160.0/24,1
103.252.180.0/22,1
103.252.192.0/22,1
103.253.16.0/21,1
103.253.100.0/22,1
103.253.127.0/24,1
103.253.176.0/22,1
103.253.228.0/22,1
103.253.244.0/22,1
103.254.91.0/24,1
103.254.124.0/23,1
103.254.197.0/24,1
103.254.212.0/22,1
103.255.28.0/24,1
103.255.40.0/22,1
103.255.64.0/22,1
103.255.96.0/22,1
103.255.108.0/22,1
103.255.132.0/22,1
103.255.160.0/21,1
103.255.192.0/21,1
103.255.204.0/22,1
103.255.208.0/22,1
103.255.220.0/22,1
104.18.40.160,1
104.18.41.160,1
104.18.58.253,1
104.18.59.253,1
104.24.108.81,1
104.24.109.81,1
104.27.180.130,1
104.27.180.160,1
104.27.181.130,1
104.27.181.160,1
104.27.184.30,1
104.27.185.30,1
104.28.26.243,1
104.28.27.243,1
104.28.28.252,1
104.28.29.252,1
104.143.16.0/20,1
104.149.174.100,1
104.153.244.0/22,1
104.156.57.40,1
104.166.96.0/19,1
104.171.23.69,1
104.171.23.70,1
104.195.23.59,1
104.197.104.56,1
104.202.22.13,1
104.202.87.74,1
104.203.167.207,1
104.206.78.18,1
104.207.64.0/19,1
104.233.0.0/18,1
104.239.0.0/17,1
104.243.192.0/20,1
104.244.75.32,1
104.247.96.0/19,1
104.250.192.0/18,1
106.95.0.0/16,1
107.6.74.80,1
107.6.74.93,1
107.151.119.204,1
107.180.41.146,1
107.182.112.0/20,1
107.182.240.0/20,1
107.190.160.0/20,1
108.59.12.98/31,1
108.59.12.100,1
108.61.19.11,1
108.61.19.14,1
108.179.252.199,1
109.70.4.246,1
109.71.54.17,1
109.107.128.0/19,1
109.205.56.0/21,1
109.234.72.0/21,1
109.248.10.176,1
110.41.0.0/16,1
110.172.24.0/21,1
111.223.192.0/19,1
112.78.125.29,1
112.121.187.246,1
113.192.0.0/18,1
113.201.51.0/24,1
113.212.128.0/19,1
115.84.168.0/21,1
115.187.16.0/20,1
116.79.0.0/16,1
116.119.0.0/17,1
116.144.0.0/14,1
116.199.200.0/21,1
116.202.231.184,1
117.58.0.0/17,1
119.3.179.174,1
119.58.0.0/16,1
119.188.157.23,1
119.227.224.0/19,1
119.232.0.0/16,1
120.46.0.0/15,1
120.48.0.0/15,1
120.64.0.0/16,1
120.67.0.0/16,1
120.107.3.165,1
120.128.128.0/17,1
120.129.0.0/16,1
120.130.0.0/16,1
120.227.100.34,1
121.35.145.102,1
121.40.153.149,1
121.41.147.32,1
121.46.72.0/22,1
121.46.124.0/22,1
121.54.175.96,1
121.241.144.35,1
121.254.178.252,1
122.8.0.0/16,1
122.10.99.22,1
122.102.120.0/21,1
122.129.0.0/18,1
123.136.80.0/20,1
123.254.108.81,1
124.20.0.0/16,1
124.68.0.0/15,1
124.157.0.0/18,1
124.242.0.0/16,1
125.31.192.0/18,1
125.58.0.0/18,1
125.119.32.0/22,1
125.169.0.0/16,1
127.0.0.0/8,1
128.24.0.0/16,1
128.85.0.0/16,1
129.181.96.164,1
130.21.0.0/16,1
130.148.0.0/16,1
130.196.0.0/16,1
130.211.40.170,1
130.222.0.0/16,1
130.229.91.0,1
131.108.16.0/22,1
131.143.0.0/16,1
131.200.0.0/16,1
132.148.25.127,1
132.148.231.248,1
132.213.126.70,1
132.255.132.0/22,1
133.37.107.164,1
133.130.35.90,1
133.242.195.32,1
134.18.0.0/16,1
134.22.0.0/15,1
134.33.0.0/16,1
134.73.61.187,1
134.73.142.227,1
134.73.209.244,1
134.127.0.0/16,1
134.172.0.0/16,1
137.19.0.0/16,1
137.31.0.0/16,1
137.33.0.0/16,1
137.55.0.0/16,1
137.72.0.0/16,1
137.74.151.103,1
137.74.217.60,1
137.76.0.0/16,1
137.105.0.0/16,1
137.114.0.0/16,1
137.218.0.0/16,1
138.31.0.0/16,1
138.36.92.0/22,1
138.36.136.0/22,1
138.52.0.0/16,1
138.59.4.0/22,1
138.59.204.0/22,1
138.68.142.109,1
138.94.144.0/22,1
138.94.216.0/22,1
138.97.156.0/22,1
138.122.192.0/22,1
138.125.0.0/16,1
138.185.116.0/22,1
138.186.208.0/22,1
138.216.0.0/16,1
138.219.172.0/22,1
138.249.0.0/16,1
139.44.0.0/16,1
139.81.0.0/16,1
139.188.0.0/16,1
140.167.0.0/16,1
141.98.68.0/22,1
141.98.81.0/24,1
141.105.126.87,1
141.136.22.0/24,1
141.178.0.0/16,1
141.253.0.0/16,1
142.102.0.0/16,1
142.111.199.16,1
143.0.236.0/22,1
143.49.0.0/16,1
143.95.79.234,1
143.135.0.0/16,1
143.136.0.0/16,1
143.215.15.199,1
143.253.0.0/16,1
145.131.10.247,1
145.231.0.0/16,1
146.3.0.0/16,1
146.51.0.0/16,1
146.148.34.125,1
146.183.0.0/16,1
146.202.0.0/16,1
146.252.0.0/16,1
146.255.184.0/21,1
147.7.0.0/16,1
147.16.0.0/14,1
147.78.224.0/22,1
147.119.0.0/16,1
148.148.0.0/16,1
148.154.0.0/16,1
148.178.0.0/16,1
148.185.0.0/16,1
148.248.0.0/16,1
149.118.0.0/16,1
149.207.0.0/16,1
149.216.106.61,1
149.255.58.42,1
150.10.0.0/16,1
150.22.128.0/17,1
150.25.0.0/16,1
150.40.0.0/16,1
150.95.255.38,1
150.121.0.0/16,1
150.129.212.0/22,1
150.129.228.0/22,1
150.141.0.0/16,1
150.242.100.0/22,1
150.242.120.0/22,1
150.242.144.0/22,1
150.242.176.0/22,1
151.212.0.0/16,1
152.89.228.0/22,1
152.109.0.0/16,1
152.147.0.0/16,1
153.14.0.0/16,1
153.52.0.0/14,1
153.85.0.0/16,1
153.93.0.0/16,1
154.65.96.0/20,1
154.80.242.31,1
154.90.36.229,1
154.90.37.102,1
154.95.135.196,1
154.195.209.90,1
154.196.20.154,1
154.198.219.27,1
154.212.209.96,1
154.214.250.73,1
154.216.243.104,1
155.11.0.0/16,1
155.40.0.0/16,1
155.66.0.0/16,1
155.71.0.0/16,1
155.73.0.0/16,1
155.108.0.0/16,1
155.159.0.0/16,1
155.235.0.0/16,1
155.249.0.0/16,1
156.0.199.0/24,1
156.96.0.0/16,1
156.225.101.57,1
156.232.185.254,1
156.234.43.65,1
156.238.79.182,1
156.245.93.85,1
157.7.44.219,1
157.7.184.14,1
157.7.184.17,1
157.7.188.207,1
157.10.0.0/16,1
157.15.0.0/16,1
157.20.0.0/16,1
157.66.0.0/16,1
157.115.0.0/16,1
157.162.0.0/16,1
157.186.0.0/16,1
157.195.0.0/16,1
157.230.67.179,1
158.54.0.0/16,1
158.90.0.0/17,1
158.249.0.0/16,1
159.8.210.35,1
159.80.0.0/16,1
159.85.0.0/16,1
159.151.0.0/16,1
159.174.0.0/16,1
159.219.0.0/16,1
159.229.0.0/16,1
160.14.0.0/16,1
160.16.199.126,1
160.16.223.90,1
160.19.16.0/22,1
160.19.32.0/22,1
160.19.40.0/22,1
160.19.56.0/22,1
160.19.68.0/22,1
160.19.72.0/21,1
160.19.80.0/21,1
160.19.88.0/22,1
160.19.108.0/22,1
160.19.144.0/21,1
160.19.156.0/22,1
160.19.164.0/22,1
160.19.176.0/22,1
160.19.184.0/22,1
160.19.204.0/22,1
160.19.228.0/22,1
160.20.4.0/22,1
160.20.16.0/22,1
160.20.36.0/22,1
160.20.76.0/22,1
160.20.104.0/22,1
160.20.116.0/22,1
160.20.120.0/21,1
160.20.128.0/20,1
160.20.212.0/24,1
160.20.216.0/24,1
160.20.220.0/24,1
160.20.224.0/24,1
160.20.228.0/24,1
160.20.240.0/24,1
160.20.244.0/24,1
160.20.250.0/24,1
160.21.0.0/16,1
160.22.0.0/16,1
160.25.0.0/16,1
160.30.0.0/16,1
160.115.0.0/16,1
160.116.0.0/15,1
160.121.0.0/16,1
160.122.0.0/16,1
160.180.0.0/16,1
160.181.164.88,1
160.184.0.0/16,1
160.187.0.0/16,1
160.188.0.0/16,1
160.191.0.0/16,1
160.200.0.0/16,1
160.235.0.0/16,1
160.240.0.0/16,1
160.250.0.0/16,1
160.255.0.0/16,1
161.0.0.0/19,1
161.0.68.0/22,1
161.1.0.0/16,1
161.248.0.0/16,1
162.144.26.233,1
162.208.124.0/22,1
162.209.205.41,1
162.210.102.66,1
162.212.188.0/22,1
162.217.99.132,1
162.217.99.137,1
162.222.128.0/21,1
162.243.55.152,1
162.255.119.102,1
162.255.119.204,1
163.43.102.74,1
163.47.19.0/24,1
163.47.22.0/24,1
163.47.25.0/24,1
163.47.26.0/23,1
163.47.28.0/24,1
163.47.30.0/23,1
163.47.46.0/24,1
163.50.0.0/16,1
163.53.247.0/24,1
163.59.0.0/16,1
163.61.0.0/16,1
163.127.224.0/19,1
163.128.224.0/19,1
163.172.86.124,1
163.198.0.0/16,1
163.216.0.0/19,1
163.223.0.0/16,1
163.227.0.0/24,1
163.227.2.0/23,1
163.227.4.0/22,1
163.227.8.0/21,1
163.227.16.0/24,1
163.227.18.0/23,1
163.227.20.0/22,1
163.227.24.0/21,1
163.227.32.0/19,1
163.227.64.0/19,1
163.227.96.0/20,1
163.227.112.0/21,1
163.227.120.0/22,1
163.227.124.0/24,1
163.227.126.0/23,1
163.227.128.0/18,1
163.227.192.0/20,1
163.227.208.0/21,1
163.227.216.0/22,1
163.227.220.0/24,1
163.227.222.0/23,1
163.227.224.0/24,1
163.227.228.0/22,1
163.227.232.0/24,1
163.227.235.0/24,1
163.227.236.0/22,1
163.227.240.0/24,1
163.227.244.0/22,1
163.227.248.0/22,1
163.227.252.0/23,1
163.227.255.0/24,1
163.250.0.0/16,1
163.254.0.0/16,1
164.6.0.0/16,1
164.79.0.0/16,1
164.88.0.0/16,1
164.137.0.0/16,1
164.155.0.0/16,1
165.3.0.0/16,1
165.25.0.0/16,1
165.52.0.0/14,1
165.99.0.0/16,1
165.101.4.0/22,1
165.101.8.0/21,1
165.101.16.0/20,1
165.101.32.0/19,1
165.101.64.0/18,1
165.101.128.0/17,1
165.102.0.0/16,1
165.205.0.0/16,1
165.209.0.0/16,1
166.93.0.0/16,1
166.117.0.0/16,1
167.74.0.0/18,1
167.97.0.0/16,1
167.103.0.0/16,1
167.158.0.0/16,1
167.160.96.0/19,1
167.162.0.0/16,1
167.175.0.0/16,1
167.224.0.0/19,1
167.248.133.0/24,1
167.249.200.0/22,1
168.0.212.0/22,1
168.64.0.0/16,1
168.76.0.0/16,1
168.80.0.0/15,1
168.90.96.0/22,1
168.129.0.0/16,1
168.151.0.0/22,1
168.151.4.0/23,1
168.151.6.0/24,1
168.151.32.0/21,1
168.151.43.0/24,1
168.151.44.0/22,1
168.151.48.0/22,1
168.151.52.0/23,1
168.151.54.0/24,1
168.151.56.0/21,1
168.151.64.0/22,1
168.151.68.0/23,1
168.151.72.0/21,1
168.151.80.0/20,1
168.151.96.0/19,1
168.151.128.0/20,1
168.151.145.0/24,1
168.151.146.0/23,1
168.151.148.0/22,1
168.151.152.0/22,1
168.151.157.0/24,1
168.151.158.0/23,1
168.151.160.0/20,1
168.151.176.0/21,1
168.151.184.0/22,1
168.151.192.0/20,1
168.151.208.0/21,1
168.151.216.0/22,1
168.151.220.0/23,1
168.151.232.0/21,1
168.151.240.0/21,1
168.151.248.0/22,1
168.151.254.0/24,1
168.181.52.0/22,1
168.195.76.0/22,1
168.196.236.0/22,1
168.196.240.0/22,1
168.198.0.0/16,1
168.205.72.0/22,1
168.206.0.0/16,1
168.211.0.0/16,1
168.227.128.0/22,1
168.227.140.0/22,1
169.50.13.61,1
169.239.152.0/22,1
169.254.0.0/16,1
170.67.0.0/16,1
170.83.232.0/22,1
170.113.0.0/16,1
170.114.0.0/16,1
170.120.0.0/16,1
170.179.0.0/16,1
170.244.40.0/22,1
170.244.240.0/22,1
170.245.40.0/22,1
170.247.220.0/22,1
171.25.212.0/22,1
171.26.0.0/16,1
172.16.0.0/12,1
172.98.0.0/18,1
172.98.192.37,1
172.104.243.27,1
172.120.167.67,1
172.120.168.177,1
172.252.250.177,1
173.231.184.61,1
173.231.184.117,1
173.231.184.123,1
173.236.178.74,1
173.239.5.6,1
173.239.8.164,1
174.136.192.0/18,1
175.100.168.0/21,1
175.103.64.0/18,1
175.111.96.0/22,1
176.56.32.0/21,1
176.56.192.0/19,1
176.96.88.0/21,1
176.100.40.0/21,1
176.102.120.0/21,1
176.103.240.0/21,1
176.116.0.0/19,1
176.116.232.0/22,1
176.118.32.0/21,1
176.119.4.0/24,1
176.119.7.0/24,1
176.121.14.0/24,1
176.126.192.0/23,1
176.126.194.0/24,1
176.223.116.0/23,1
176.223.118.0/24,1
176.223.160.0/23,1
177.234.136.0/21,1
178.22.59.66,1
178.23.184.0/21,1
178.159.97.0/24,1
178.159.100.0/24,1
178.159.107.0/24,1
178.212.184.0/21,1
178.213.176.0/22,1
178.254.10.14,1
179.63.0.0/17,1
180.94.0.0/19,1
180.131.128.0/21,1
180.153.100.94,1
180.178.192.0/18,1
180.215.129.7,1
180.236.0.0/14,1
181.177.64.0/18,1
185.0.96.0/19,1
185.14.192.0/23,1
185.14.195.0/24,1
185.21.8.0/22,1
185.26.105.244,1
185.30.168.0/22,1
185.39.8.0/22,1
185.42.107.8,1
185.51.65.38,1
185.55.4.0/22,1
185.55.140.0/22,1
185.60.201.0/24,1
185.60.202.0/23,1
185.63.35.0/24,1
185.64.23.0/24,1
185.66.237.14,1
185.71.0.0/22,1
185.77.248.0/24,1
185.80.112.0/22,1
185.102.48.0/22,1
185.104.45.33,1
185.105.56.0/22,1
185.105.188.0/22,1
185.110.0.0/22,1
185.114.108.15,1
185.116.172.0/23,1
185.116.175.0/24,1
185.120.8.0/22,1
185.120.16.0/22,1
185.122.128.0/22,1
185.123.144.0/20,1
185.123.248.0/21,1
185.124.0.0/22,1
185.124.56.0/21,1
185.126.68.0/22,1
185.126.116.0/22,1
185.126.136.0/22,1
185.126.148.0/22,1
185.126.160.0/21,1
185.126.224.0/22,1
185.126.236.0/22,1
185.126.248.0/22,1
185.127.44.0/22,1
185.127.56.0/22,1
185.127.68.0/22,1
185.127.76.0/22,1
185.127.92.0/22,1
185.129.8.0/22,1
185.129.208.0/22,1
185.130.36.0/22,1
185.130.40.0/22,1
185.132.8.0/22,1
185.134.48.0/22,1
185.135.140.0/22,1
185.135.241.4,1
185.140.53.0/24,1
185.143.220.0/24,1
185.143.222.0/23,1
185.144.180.0/22,1
185.147.140.0/22,1
185.156.88.0/21,1
185.161.148.0/22,1
185.165.24.0/22,1
185.165.153.0/24,1
185.175.93.0/24,1
185.175.140.0/22,1
185.176.27.0/24,1
185.180.192.0/22,1
185.181.104.74,1
185.183.8.67,1
185.184.192.0/22,1
185.185.48.0/22,1
185.187.236.0/22,1
185.194.100.0/22,1
185.195.188.0/22,1
185.202.104.0/21,1
185.203.64.0/22,1
185.205.71.0/24,1
185.205.200.0/22,1
185.206.68.0/22,1
185.206.120.0/22,1
185.209.12.0/22,1
185.209.80.0/22,1
185.209.240.0/22,1
185.210.156.0/22,1
185.210.160.0/22,1
185.212.32.0/22,1
185.212.112.0/21,1
185.213.44.0/22,1
185.215.112.0/22,1
185.215.132.0/22,1
185.216.8.0/22,1
185.216.48.0/22,1
185.217.36.0/22,1
185.217.60.0/22,1
185.217.140.0/22,1
185.217.164.0/22,1
185.219.4.0/22,1
185.220.80.0/22,1
185.221.236.0/22,1
185.222.20.0/22,1
185.222.208.0/22,1
185.223.52.0/22,1
185.223.160.0/22,1
185.223.204.0/22,1
185.223.212.0/22,1
185.224.212.0/22,1
185.225.8.0/22,1
185.225.124.0/22,1
185.225.196.0/22,1
185.226.96.0/22,1
185.227.200.0/22,1
185.228.248.0/22,1
185.229.204.0/22,1
185.229.248.0/22,1
185.230.44.0/22,1
185.230.100.0/22,1
185.230.104.0/22,1
185.230.196.0/22,1
185.231.56.0/22,1
185.231.64.0/22,1
185.231.232.0/22,1
185.232.40.0/21,1
185.232.88.0/22,1
185.232.96.0/22,1
185.232.116.0/22,1
185.232.232.0/22,1
185.232.248.163,1
185.233.32.0/22,1
185.233.64.0/22,1
185.234.8.0/21,1
185.234.64.0/22,1
185.234.100.0/22,1
185.234.108.0/22,1
185.234.112.0/22,1
185.234.244.0/22,1
185.234.252.0/22,1
185.235.8.0/22,1
185.235.32.0/22,1
185.235.60.0/22,1
185.235.76.0/22,1
185.235.140.0/22,1
185.235.144.0/22,1
185.235.204.0/22,1
185.235.228.0/22,1
185.236.44.0/22,1
185.236.52.0/22,1
185.236.128.0/22,1
185.236.140.0/22,1
185.237.184.0/22,1
185.237.226.0/23,1
185.238.112.0/22,1
185.238.176.0/22,1
185.239.44.0/22,1
185.241.8.0/22,1
185.241.60.0/22,1
185.241.108.0/22,1
185.242.0.0/22,1
185.242.176.0/22,1
185.242.184.0/22,1
185.243.0.0/22,1
185.243.128.0/22,1
185.244.29.0/24,1
185.244.30.0/23,1
185.244.224.0/22,1
185.244.236.0/22,1
185.248.32.0/22,1
185.248.132.0/22,1
185.249.252.0/22,1
185.251.12.0/22,1
185.251.16.0/21,1
185.251.24.0/22,1
185.251.36.0/22,1
185.251.68.0/22,1
185.251.180.0/22,1
185.252.192.0/22,1
185.252.200.0/22,1
185.252.208.0/21,1
185.253.0.0/21,1
185.253.8.0/22,1
185.253.52.0/22,1
185.253.56.0/22,1
185.253.108.0/22,1
185.254.120.0/22,1
185.254.164.0/22,1
185.255.28.0/22,1
185.255.136.0/22,1
186.65.112.0/20,1
186.179.0.0/18,1
186.202.153.222,1
188.64.136.0/21,1
188.94.188.0/22,1
188.95.64.0/21,1
188.95.88.0/22,1
188.165.143.5,1
188.172.160.0/19,1
188.208.48.0/21,1
188.208.109.0/24,1
188.208.220.0/22,1
188.209.120.0/21,1
188.212.254.0/24,1
188.213.23.0/24,1
188.213.206.0/23,1
188.213.214.0/23,1
188.213.248.0/21,1
188.214.94.0/23,1
188.214.140.0/24,1
188.214.155.0/24,1
188.214.193.0/24,1
188.241.211.0/24,1
188.247.230.0/24,1
189.50.110.40,1
190.123.208.0/20,1
190.185.108.0/22,1
192.0.0.0/24,1
192.0.2.0/24,1
192.5.103.0/24,1
192.12.131.0/24,1
192.22.0.0/16,1
192.26.25.0/24,1
192.31.212.0/23,1
192.40.29.0/24,1
192.43.160.0/24,1
192.43.175.0/24,1
192.43.176.0/21,1
192.43.184.0/24,1
192.51.172.0/22,1
192.51.254.0/24,1
192.54.110.0/24,1
192.64.119.63,1
192.64.119.107,1
192.64.119.138,1
192.64.147.231,1
192.67.16.0/24,1
192.74.245.227,1
192.84.219.0/24,1
192.88.101.0/24,1
192.96.146.0/24,1
192.101.44.0/24,1
192.101.181.0/24,1
192.101.200.0/21,1
192.101.240.0/21,1
192.101.248.0/23,1
192.124.249.106,1
192.133.3.0/24,1
192.135.89.0/24,1
192.135.92.0/24,1
192.135.97.0/24,1
192.135.98.0/24,1
192.135.102.0/24,1
192.145.52.0/22,1
192.147.114.0/24,1
192.152.194.0/24,1
192.154.11.0/24,1
192.155.198.18,1
192.156.142.0/24,1
192.156.152.0/23,1
192.160.44.0/24,1
192.161.80.0/20,1
192.168.0.0/16,1
192.172.245.0/24,1
192.172.246.0/24,1
192.185.72.119,1
192.188.80.0/24,1
192.188.85.0/24,1
192.188.86.0/23,1
192.188.89.0/24,1
192.188.90.0/24,1
192.190.49.0/24,1
192.190.87.140,1
192.190.97.0/24,1
192.190.181.0/24,1
192.195.150.0/24,1
192.197.87.0/24,1
192.203.252.0/24,1
192.206.114.0/24,1
192.219.120.0/21,1
192.219.128.0/18,1
192.219.192.0/20,1
192.219.208.0/21,1
192.226.16.0/20,1
192.229.32.0/19,1
192.231.66.0/24,1
192.234.189.0/24,1
192.245.101.0/24,1
192.251.231.0/24,1
193.3.16.0/21,1
193.5.144.0/22,1
193.17.32.0/22,1
193.17.88.0/21,1
193.22.12.0/22,1
193.22.20.0/22,1
193.25.48.0/20,1
193.27.228.0/23,1
193.30.116.0/22,1
193.30.254.0/23,1
193.32.66.0/23,1
193.32.84.0/22,1
193.32.92.0/22,1
193.32.163.0/24,1
193.34.80.0/22,1
193.34.224.0/22,1
193.35.48.0/22,1
193.35.224.0/21,1
193.36.88.0/22,1
193.37.248.0/22,1
193.38.244.0/22,1
193.39.192.0/22,1
193.41.64.176,1
193.42.20.0/22,1
193.43.40.0/22,1
193.46.172.0/22,1
193.56.0.0/22,1
193.56.8.0/22,1
193.56.132.0/22,1
193.56.144.0/22,1
193.84.108.0/22,1
193.106.188.0/22,1
193.139.0.0/16,1
193.146.253.35,1
193.146.253.36/31,1
193.146.253.38,1
193.146.253.51,1
193.151.160.0/22,1
193.162.78.0/23,1
193.163.124.0/22,1
193.168.216.0/22,1
193.187.96.0/22,1
193.201.8.0/21,1
193.201.232.0/22,1
193.221.208.0/22,1
193.222.100.37,1
193.228.91.0/24,1
193.228.124.0/22,1
193.228.136.0/22,1
193.228.228.0/22,1
193.238.84.0/22,1
193.238.172.0/22,1
193.243.0.0/17,1
193.254.48.0/20,1
194.5.94.0/23,1
194.5.97.0/24,1
194.5.98.0/23,1
194.9.94.85,1
194.9.94.86,1
194.15.32.0/22,1
194.15.44.0/22,1
194.26.16.0/22,1
194.26.25.0/24,1
194.26.100.0/22,1
194.26.116.0/22,1
194.29.52.0/22,1
194.31.8.0/22,1
194.32.104.0/22,1
194.39.108.0/22,1
194.41.60.0/23,1
194.56.148.0/22,1
194.56.180.0/22,1
194.62.16.0/22,1
194.62.40.0/22,1
194.63.144.0/22,1
194.99.156.0/22,1
194.150.76.0/22,1
194.150.113.18,1
194.150.113.50,1
194.187.116.0/22,1
194.242.61.31,1
195.16.72.0/22,1
195.18.24.0/22,1
195.54.160.0/24,1
195.60.236.0/22,1
195.74.38.62,1
195.96.128.0/19,1
195.110.124.188,1
195.123.216.248,1
195.182.57.0/24,1
195.210.96.0/19,1
195.211.48.0/22,1
195.225.80.0/22,1
195.225.96.0/22,1
196.1.109.0/24,1
196.10.64.0/19,1
196.15.64.0/18,1
196.16.0.0/14,1
196.22.132.17,1
196.42.128.0/17,1
196.45.120.0/21,1
196.61.0.0/21,1
196.61.192.0/20,1
196.62.0.0/16,1
196.192.192.0/18,1
196.193.0.0/16,1
196.194.0.0/15,1
196.196.8.0/22,1
196.207.64.0/18,1
196.246.0.0/16,1
197.154.0.0/16,1
197.231.208.0/22,1
197.242.100.0/22,1
197.242.104.0/21,1
197.242.112.0/23,1
198.13.0.0/20,1
198.17.1.0/24,1
198.17.118.0/24,1
198.18.0.0/15,1
198.20.16.0/20,1
198.23.48.104,1
198.38.83.24,1
198.45.32.0/20,1
198.45.64.0/19,1
198.51.100.0/24,1
198.54.117.197,1
198.54.117.198/31,1
198.54.117.200,1
198.54.121.133,1
198.54.232.0/24,1
198.56.16.0/21,1
198.56.64.0/18,1
198.57.64.0/20,1
198.58.118.167,1
198.62.70.0/24,1
198.62.76.0/24,1
198.96.224.0/20,1
198.99.117.0/24,1
198.102.222.0/24,1
198.148.212.0/24,1
198.151.16.0/20,1
198.151.64.0/18,1
198.151.152.0/22,1
198.160.205.0/24,1
198.169.201.0/24,1
198.177.175.0/24,1
198.177.176.0/22,1
198.177.180.0/24,1
198.177.214.0/24,1
198.178.64.0/19,1
198.179.22.0/24,1
198.181.96.0/20,1
198.183.32.0/19,1
198.184.193.0/24,1
198.184.208.0/24,1
198.186.25.0/24,1
198.187.64.0/18,1
198.187.192.0/24,1
198.190.173.0/24,1
198.199.212.0/24,1
198.200.0.0/21,1
198.200.8.0/23,1
198.202.237.0/24,1
198.204.0.0/21,1
198.206.140.0/24,1
198.212.132.0/24,1
199.5.152.0/23,1
199.5.229.0/24,1
199.26.137.0/24,1
199.26.207.0/24,1
199.26.251.0/24,1
199.33.222.0/24,1
199.34.128.0/18,1
199.34.228.76,1
199.46.32.0/19,1
199.58.179.10,1
199.59.242.153,1
199.60.102.0/24,1
199.71.192.0/20,1
199.84.55.0/24,1
199.84.56.0/22,1
199.84.60.0/24,1
199.84.64.0/19,1
199.89.16.0/20,1
199.89.198.0/24,1
199.120.163.0/24,1
199.165.32.0/19,1
199.166.200.0/22,1
199.184.82.0/24,1
199.185.192.0/20,1
199.196.192.0/19,1
199.198.160.0/20,1
199.198.176.0/21,1
199.198.184.0/23,1
199.198.188.0/22,1
199.200.64.0/19,1
199.212.96.0/20,1
199.223.0.0/20,1
199.230.64.0/19,1
199.230.96.0/21,1
199.233.85.0/24,1
199.233.96.0/24,1
199.241.64.0/19,1
199.244.56.0/21,1
199.245.138.0/24,1
199.246.137.0/24,1
199.246.213.0/24,1
199.246.215.0/24,1
199.249.64.0/19,1
199.253.32.0/20,1
199.253.48.0/21,1
199.253.224.0/20,1
199.254.32.0/20,1
200.0.60.0/23,1
200.22.0.0/16,1
200.71.124.0/22,1
200.189.44.0/22,1
200.234.128.0/18,1
201.148.168.0/22,1
201.169.0.0/16,1
202.0.152.0/24,1
202.0.192.0/18,1
202.1.16.0/20,1
202.3.136.0/24,1
202.12.122.0/23,1
202.12.124.0/24,1
202.14.187.0/24,1
202.14.203.0/24,1
202.20.32.0/19,1
202.20.67.0/24,1
202.20.110.0/24,1
202.21.64.0/19,1
202.27.96.0/21,1
202.27.114.0/24,1
202.27.120.0/22,1
